epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,1404.89,0.49029,0.35067,0.84916,0.9958,1,0.995,0.90113,0.42831,0.26065,0.75026,0.0012674,0.0012674,0.0012674
76,1423.13,0.49249,0.35867,0.84936,0.99582,1,0.995,0.90353,0.50088,0.26428,0.76229,0.0012575,0.0012575,0.0012575
77,1442.32,0.50064,0.36937,0.84858,0.99575,1,0.995,0.90247,0.47585,0.24912,0.75524,0.0012476,0.0012476,0.0012476
78,1460.39,0.4982,0.34915,0.84514,0.99575,1,0.995,0.89052,0.45724,0.27414,0.75582,0.0012377,0.0012377,0.0012377
79,1479.48,0.47199,0.34172,0.83397,0.99574,1,0.995,0.90228,0.49512,0.2783,0.76308,0.0012278,0.0012278,0.0012278
80,1497.61,0.50622,0.35558,0.86297,0.99577,1,0.995,0.90708,0.5141,0.28752,0.76697,0.0012179,0.0012179,0.0012179
81,1516.2,0.5237,0.36393,0.85964,0.99572,1,0.995,0.88026,0.46766,0.27519,0.75997,0.001208,0.001208,0.001208
82,1535.07,0.50228,0.35827,0.84579,0.99574,1,0.995,0.90452,0.49745,0.26358,0.76566,0.0011981,0.0011981,0.0011981
83,1553.65,0.4774,0.33017,0.83049,0.99582,1,0.995,0.91768,0.47067,0.25783,0.75746,0.0011882,0.0011882,0.0011882
84,1572.98,0.48746,0.3338,0.85724,0.99568,1,0.995,0.92288,0.454,0.26933,0.75774,0.0011783,0.0011783,0.0011783
85,1592.42,0.48954,0.33736,0.84564,0.99564,1,0.995,0.92078,0.45783,0.25684,0.75465,0.0011684,0.0011684,0.0011684
86,1611.78,0.51733,0.34969,0.85314,0.99577,1,0.995,0.92919,0.46552,0.25851,0.7572,0.0011585,0.0011585,0.0011585
87,1630.86,0.48683,0.34062,0.85163,0.99572,1,0.995,0.92863,0.45977,0.25978,0.75935,0.0011486,0.0011486,0.0011486
88,1649.79,0.49038,0.34645,0.85883,0.99563,1,0.995,0.90559,0.50115,0.26911,0.7553,0.0011387,0.0011387,0.0011387
89,1669.34,0.48242,0.33949,0.83904,0.99566,1,0.995,0.91049,0.5228,0.27853,0.75667,0.0011288,0.0011288,0.0011288
90,1686.84,0.503,0.34349,0.848,0.99565,1,0.995,0.92984,0.48597,0.25932,0.75327,0.0011189,0.0011189,0.0011189
91,1705.51,0.50624,0.3311,0.83583,0.99572,1,0.995,0.93147,0.47464,0.25549,0.75409,0.001109,0.001109,0.001109
92,1724.46,0.52273,0.33655,0.83616,0.99575,1,0.995,0.89259,0.47929,0.26202,0.75462,0.0010991,0.0010991,0.0010991
93,1743.14,0.47796,0.33384,0.86567,0.9956,1,0.995,0.93283,0.46867,0.25493,0.75808,0.0010892,0.0010892,0.0010892
94,1763,0.47883,0.33723,0.85558,0.99556,1,0.995,0.92794,0.45291,0.25347,0.75963,0.0010793,0.0010793,0.0010793
95,1781.65,0.49285,0.34199,0.84353,0.99572,1,0.995,0.90019,0.48849,0.30161,0.7622,0.0010694,0.0010694,0.0010694
96,1800.45,0.48374,0.32794,0.84834,0.99574,1,0.995,0.89646,0.46029,0.25487,0.76006,0.0010595,0.0010595,0.0010595
97,1819.01,0.49746,0.34139,0.83947,0.99568,1,0.995,0.89562,0.50005,0.26683,0.76366,0.0010496,0.0010496,0.0010496
98,1837.9,0.47831,0.35063,0.84667,0.99565,1,0.995,0.90856,0.4904,0.25725,0.75759,0.0010397,0.0010397,0.0010397
99,1855.77,0.49965,0.34081,0.83927,0.99552,1,0.995,0.91296,0.48133,0.23689,0.7537,0.0010298,0.0010298,0.0010298
100,1874.48,0.4866,0.35181,0.84362,0.99499,1,0.995,0.91245,0.48406,0.25686,0.75972,0.0010199,0.0010199,0.0010199
101,1893.85,0.47281,0.3264,0.85953,0.99301,1,0.995,0.92671,0.48144,0.24758,0.76128,0.00101,0.00101,0.00101
102,1913.45,0.46188,0.32159,0.84821,0.9927,1,0.995,0.88702,0.52096,0.27048,0.7712,0.0010001,0.0010001,0.0010001
103,1933.23,0.47797,0.32814,0.83433,0.99462,1,0.995,0.90197,0.47466,0.25036,0.76002,0.0009902,0.0009902,0.0009902
104,1952.51,0.47045,0.31615,0.83838,0.99556,1,0.995,0.92671,0.42999,0.23749,0.75037,0.0009803,0.0009803,0.0009803
105,1970.3,0.45118,0.31141,0.84758,0.99573,1,0.995,0.90564,0.46225,0.2238,0.76228,0.0009704,0.0009704,0.0009704
106,1988.8,0.43601,0.30982,0.84439,0.99572,1,0.995,0.91019,0.44827,0.23386,0.75587,0.0009605,0.0009605,0.0009605
107,2008.77,0.4604,0.32621,0.84681,0.99561,1,0.995,0.89929,0.46788,0.24106,0.75519,0.0009506,0.0009506,0.0009506
108,2027.46,0.48129,0.31598,0.83962,0.99561,1,0.995,0.89205,0.4763,0.24599,0.75298,0.0009407,0.0009407,0.0009407
109,2047.23,0.46406,0.32306,0.85218,0.99568,1,0.995,0.92453,0.48361,0.23381,0.76083,0.0009308,0.0009308,0.0009308
110,2066.4,0.50085,0.33582,0.83476,0.99561,1,0.995,0.90093,0.42683,0.23279,0.75208,0.0009209,0.0009209,0.0009209
111,2085.6,0.47453,0.32667,0.8476,0.99569,1,0.995,0.93821,0.46875,0.23815,0.76175,0.000911,0.000911,0.000911
112,2104.06,0.47656,0.32466,0.8466,0.99565,1,0.995,0.94098,0.47747,0.24616,0.76572,0.0009011,0.0009011,0.0009011
113,2122.74,0.45492,0.31249,0.82358,0.99571,1,0.995,0.91427,0.44501,0.24666,0.74935,0.0008912,0.0008912,0.0008912
114,2141.73,0.4537,0.31491,0.82834,0.99575,1,0.995,0.93041,0.44671,0.23124,0.74667,0.0008813,0.0008813,0.0008813
115,2160.35,0.46645,0.30797,0.85477,0.99577,1,0.995,0.92784,0.45168,0.23694,0.74558,0.0008714,0.0008714,0.0008714
116,2178.21,0.4689,0.29673,0.84875,0.99578,1,0.995,0.91507,0.46178,0.23339,0.75154,0.0008615,0.0008615,0.0008615
